Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,ssam burger,33.811954529400865,-84.42597134819997,Burger Joint
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,New Dragon,33.811078561733716,-84.4258152094655,Chinese Restaurant
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,Patrick's Sub Shop,33.81124338567878,-84.42705134014919,Sandwich Place
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,Papa John's Pizza,33.811962,-84.42627,Pizza Place
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,The Porch At Collier,33.81159103378965,-84.42497686976337,American Restaurant
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,Shell,33.8136155581602,-84.42621826757257,Gas Station
"Collier Hills, Atlanta, GA",33.81237593080925,-84.423249,Underwood Hills Neighborhood,33.81225022043178,-84.42379313190659,Plaza
"Colonial Homes, Atlanta, GA",33.813998758124875,-84.39491360571483,Meatballerz Food Truck,33.812652,-84.395109,American Restaurant
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Carroll Street Cafe,33.74894384196275,-84.36804663948855,Breakfast Spot
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Dad's Garage,33.753053276382886,-84.36863344801512,Comedy Club
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Cabbagetown Park,33.74935714317614,-84.36416387557983,Park
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Little's Food Store,33.749207218728074,-84.36804343962571,Deli / Bodega
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Ammazza,33.75402,-84.36795,Pizza Place
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Esther Peachy Lefevre Park,33.75118132377972,-84.36610309184393,Park
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Atlanta BeltLine Corridor under Edgewood Ave.,33.75429910625064,-84.36560153961182,Trail
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Agave,33.74796812240394,-84.36802015846912,Mexican Restaurant
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Atlanta BeltLine Corridor at DeKalb Ave,33.753269,-84.36502,Trail
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Milltown Arms Tavern,33.74965632930929,-84.36800112142946,Pub
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Krog Street Tunnel,33.75271128635587,-84.36362743377686,Tunnel
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Shake Shack,33.753587,-84.365192,Burger Joint
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,Sweet Cheats,33.75035715458886,-84.36436569116948,Cupcake Shop
"Cabbagetown, Atlanta, GA",33.75106000000005,-84.36634999999995,97 Estoria,33.75214143163533,-84.36338390418805,Bar
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,ParkGrounds,33.75006804180927,-84.35459327989781,Coffee Shop
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Home Grown,33.74674699478201,-84.35594830537276,Southern / Soul Food Restaurant
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Atlanta BeltLine Corridor at Wylie Street,33.752437168818986,-84.35729338146612,Trail
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Golden Eagle,33.74685281712521,-84.35801423586642,American Restaurant
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Reynoldstown,33.750386644113036,-84.35178899808311,Neighborhood
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Lloyd’s Bar And Grill,33.75492003666916,-84.35765009300509,Bar
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Muchacho,33.74673021836139,-84.35806149207136,Taco Place
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Dinner On the Atlanta BeltLine,33.74950110912323,-84.35888528823853,Restaurant
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,WonderRoot Community Art Center,33.746776874424704,-84.35513356859698,Art Gallery
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Publix,33.745663,-84.357185,Grocery Store
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,First Watch,33.74515535849517,-84.35769438743591,Breakfast Spot
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Citi Wine & Spirits,33.747330494610324,-84.34970434201794,Liquor Store
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Orangetheory Fitness,33.745884,-84.356253,Gym
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Crossfit Downtown Atlanta,33.748584,-84.360001,Gym
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,dooGallery,33.74850116133746,-84.35756576318795,Art Gallery
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Dunkin',33.752613,-84.348911,Donut Shop
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Church's Chicken,33.748075559074096,-84.34925229047688,Fried Chicken Joint
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Dive Market,33.748241,-84.351239,Farmers Market
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Crossfit DTATL & ATL Barbell,33.748495,-84.359788,Gym / Fitness Center
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Ferguson,33.746438,-84.351176,Hardware Store
"Reynoldstown, Atlanta, GA",33.75021000000004,-84.35463999999996,Hodgepodge Coffeehouse,33.753423,-84.349375,Coffee Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Snap Fitness,33.73985830581885,-84.35797283588903,Gym
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Gunshow,33.74067488669494,-84.35808918330585,Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Drip Coffee Shop,33.74060519273002,-84.35720357519642,Coffee Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Vickery's,33.74043172110443,-84.35723518314492,Bar
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,3 Parks Wine Shop,33.74116043321121,-84.35825436420652,Wine Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,The Shed at Glenwood,33.74045655296187,-84.35816593988173,New American Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Morelli's Gourmet Ice Cream,33.73390933241772,-84.34977390043049,Ice Cream Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Hodgepodge Coffeehouse and Gallery,33.73451640030464,-84.3490148848374,Coffee Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine Corridor at Memorial Drive,33.74300522617883,-84.35547437162377,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Delia's Chicken Sausage Stand,33.74079784001484,-84.34953762262217,Hot Dog Joint
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Spoon,33.733804070860984,-84.3498370373418,Thai Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Glenwood Park,33.742007662306385,-84.35806867781227,Plaza
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Chick-fil-A,33.7423381,-84.3585111,Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Kroger,33.741522571331565,-84.361142590415,Supermarket
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Brownwood Park,33.73692069089299,-84.34689044952393,Park
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Little Azio,33.73384405262058,-84.349539159033,Pizza Place
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Village Fitness,33.7401695592262,-84.34733803215163,Gym / Fitness Center
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Dance 411 Studios,33.74112,-84.34961,Dance Studio
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine Corridor under Berne St.,33.74299571716088,-84.35547461832468,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine Corridor at Glenwood Park,33.74300870344784,-84.3554515283833,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine Corridor over Fulton Terrace,33.743059167403274,-84.3554914965715,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine Corridor at Kirkwood Ave,33.74300594093581,-84.35547380009889,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine Corridor over Ormewood Ave.,33.742956821900904,-84.3554808939854,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta BeltLine over I20,33.74300470667612,-84.35547106388789,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Kro-bar,33.74230944684428,-84.35987770557404,Beer Bar
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Absolute Body Symmetry,33.73374866794614,-84.34970313218263,Gym / Fitness Center
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Endulge Cupcake Boutique,33.733998581374294,-84.34970341123015,Cupcake Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Waffle House,33.74067981977102,-84.36187163721011,Breakfast Spot
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Great Clips,33.7409721,-84.3610201,Salon / Barbershop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Ormewood Square,33.73392348862005,-84.34951279977008,Shopping Mall
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,The UPS Store,33.7411651,-84.3596108,Shipping Store
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Kroger Pharmacy,33.7421478,-84.3604893,Pharmacy
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Starbucks,33.742320616657516,-84.35997779508607,Coffee Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Buffalo China,33.742998407555774,-84.35546053706365,Chinese Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Glenwood Green pool,33.739131881786975,-84.35682614488557,Pool
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Wendy's,33.74231279240713,-84.34965446591372,Fast Food Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Joseph and Co.,33.74055518530971,-84.35817136530626,Market
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,bouchic boutique + lounge,33.74102695875885,-84.358141000312,Boutique
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Burger King,33.733821595066985,-84.34873877365213,Fast Food Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Little Cafe Paris,33.734026,-84.34993203,Coffee Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,The Neighborhood Ballet,33.73392040198743,-84.34987829440895,Dance Studio
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Atlanta Beltline Access Point at Ormewood Ave SE,33.733669,-84.35987,Trail
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Little Azio,33.73383650673962,-84.3494833715914,Italian Restaurant
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Flavaz,33.733810943230345,-84.34921869539869,Cosmetics Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Glenwood Park Pond,33.74296561310814,-84.35544955028938,Lake
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Roly Moly Ice Cream,33.732783,-84.348932,Ice Cream Shop
"Ormewood Park, Atlanta, GA",33.73705000000007,-84.35498999999999,Big H Food Mart,33.73205380512194,-84.34952767560739,Convenience Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Zesto Drive-Ins,33.723833704033495,-84.34969643283834,Ice Cream Shop
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,T-Mobile,33.721441710369824,-84.3489997400684,Mobile Phone Shop
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Chase Bank,33.721445,-84.348805,Bank
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Piggly Wiggly,33.720397999999996,-84.350432,Grocery Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Popeyes Louisiana Kitchen,33.72153866883995,-84.34980581190119,Fried Chicken Joint
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Dollar General,33.720475046310106,-84.34995291274025,Discount Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Redbox,33.722694,-84.349442,Video Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,China King,33.72188653286058,-84.34820136939453,Chinese Restaurant
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Pizza Hut,33.72171729475697,-84.34801355273146,Pizza Place
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Beauty Depot,33.720397999999996,-84.350432,Cosmetics Shop
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,J&J Country Cooking,33.723533,-84.34979,Southern / Soul Food Restaurant
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Little Caesars Pizza,33.72230903484498,-84.34976924438386,Pizza Place
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Kroger Fuel Center,33.72266238134938,-84.34894235464526,Gas Station
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Citi Trends,33.720397999999996,-84.350432,Clothing Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Rainbow Apparel,33.720397999999996,-84.350432,Clothing Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,SHOE SHOW,33.72100092140486,-84.34993526093588,Shoe Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,sunshine plaza,33.72036816489562,-84.35010985362022,Shopping Plaza
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Southeast Package Store,33.723282101046145,-84.34968461262675,Liquor Store
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,American Deli,33.72196733860087,-84.34823484215633,Fast Food Restaurant
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Cash America Pawn,33.720110999999996,-84.34887900000001,Pawn Shop
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Life Storage,33.71919,-84.35005,Storage Facility
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Kroger Pharmacy,33.7221945,-84.3480281,Pharmacy
"Woodland Hills, Atlanta, GA",33.72183000000007,-84.35155999999995,Burger King,33.72339489477341,-84.34918776154518,Fast Food Restaurant
"Benteen Park, Atlanta, GA",33.71710000000007,-84.36482999999998,Carniceria Y Tiendas El Progresso,33.714290242245454,-84.3685019946313,Mexican Restaurant
"Benteen Park, Atlanta, GA",33.71710000000007,-84.36482999999998,Earthshaking Music,33.71328756085614,-84.36619946390304,Music Store
"Benteen Park, Atlanta, GA",33.71710000000007,-84.36482999999998,Boulevard & Custer Ave,33.717108,-84.368547,Intersection
"Benteen Park, Atlanta, GA",33.71710000000007,-84.36482999999998,Marion Walk,33.71415718223761,-84.3633165984549,Smoke Shop
"Benteen Park, Atlanta, GA",33.71710000000007,-84.36482999999998,Benteen Park,33.71569878911814,-84.36118621550754,Park
"Boulevard Heights, Atlanta, GA",33.72457000000003,-84.36370999999997,Atlanta BeltLine Corridor above Confederate Ave.,33.72777572274301,-84.36349033314579,Trail
"Boulevard Heights, Atlanta, GA",33.72457000000003,-84.36370999999997,DreamStitched Studio,33.721718,-84.364571,Arts & Crafts Store
"Boulevard Heights, Atlanta, GA",33.72457000000003,-84.36370999999997,Baby Robot Ind. HQ,33.72649011119018,-84.3597527301512,Electronics Store
"Boulevard Heights, Atlanta, GA",33.72457000000003,-84.36370999999997,Bravo Ocean Studios,33.726007,-84.367959,Music Venue
"Leila Valley, Atlanta, GA",33.69059000000004,-84.35238999999996,ups fright shop,33.6879546217356,-84.34975553263344,Auto Garage
"Leila Valley, Atlanta, GA",33.69059000000004,-84.35238999999996,7Eleven Fuel Station,33.69328711659196,-84.3573652636749,Food Truck
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,John A. White Golf Course,33.72659664852557,-84.44634972407489,Golf Course
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Dollar General,33.733140999999996,-84.438176,Discount Store
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Chevron,33.725837,-84.44580699999999,Gas Station
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Live Edge ATL,33.73366661371322,-84.43722663585743,Tapas Restaurant
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,McGhee Tennis Center,33.732901473660036,-84.44751099641043,Stadium
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Family Dollar,33.73321838616409,-84.43798068009922,Discount Store
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,John White Park,33.726601032978614,-84.44654453749294,Park
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Pops Soul Food Kitchen,33.72998,-84.437736,Seafood Restaurant
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Heavenly Delight Bakery,33.732671537393436,-84.43832200921884,Bakery
"Cascade Avenue/Road, Atlanta, GA",33.729580000000055,-84.44573999999994,Atl Crab Shack,33.73321832210946,-84.43779780227828,Fish & Chips Shop
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Viva La Vegan,33.720605,-84.424555,Vegetarian / Vegan Restaurant
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Waffle House,33.71673661400375,-84.42596197128296,Breakfast Spot
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,The B Complex,33.72013155978695,-84.42286939778913,Art Gallery
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Ikhlas Superb Seafood,33.714266354581625,-84.43544649614554,Seafood Restaurant
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,MARTA - Oakland City Station,33.717018481872,-84.42542914827729,Metro Station
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Wayfield Foods #17,33.716531535166425,-84.42532657805774,Food
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Reverend James Orange Park at Oakland City,33.719146103427,-84.42933082580566,Park
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Big DAddy,33.719430984419795,-84.42439318082322,Convenience Store
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Gallery At The B,33.72012493551186,-84.4230028088504,Art Gallery
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,MARTA Gold Line,33.72221401750402,-84.42298792842412,Light Rail Station
"Oakland City, Atlanta, GA",33.71781000000004,-84.42682999999994,Atlanta Fish House & Grill,33.714302,-84.435514,Seafood Restaurant
"Campbellton Road, Atlanta, GA",33.70320758284608,-84.56377821661128,CITGO CAMPBELLTON,33.70874986705634,-84.55926663134547,Gas Station
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,Big Daddy's Kitchen,33.69379759640543,-84.48966920768093,Southern / Soul Food Restaurant
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,Hott Chixx Wings ATL,33.700614,-84.480496,Wings Joint
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,American Sandwich,33.697519421018995,-84.48366004322635,Sandwich Place
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,Club 291,33.696372,-84.487267,Lounge
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,Mr Halal Everything Fresh,33.69597160070334,-84.48669302280105,American Restaurant
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,PO Freddie's Barbecue,33.702696,-84.475652,Food
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,Big Oomp Record Store,33.702090000000005,-84.47569,Record Shop
"Southwest, Atlanta, GA",33.70396000000005,-84.48767999999995,RUNWAYLIFE.XYZ,33.69464,-84.49286,School
"Adams Park, Atlanta, GA",33.715130000000045,-84.45736999999997,Texaco,33.708202,-84.453808,Gas Station
"Adams Park, Atlanta, GA",33.715130000000045,-84.45736999999997,Pizza Hut,33.708665,-84.453041,Pizza Place
"Adams Park, Atlanta, GA",33.715130000000045,-84.45736999999997,History On Video,33.718838,-84.458458,Business Service
"Adams Park, Atlanta, GA",33.715130000000045,-84.45736999999997,Blimpie Subs & Sandwiches,33.710668,-84.46111,Sandwich Place
"Adams Park, Atlanta, GA",33.715130000000045,-84.45736999999997,C&B Package,33.722215999999996,-84.461831,Liquor Store
"Ashley Courts, Atlanta, GA",33.95797346056395,-84.29064128116948,View from the Dock,33.9577112147641,-84.29031852718899,Lake
"Ben Hill, Atlanta, GA",33.67340000000007,-84.53482999999994,PDC Golf Course,33.66532702409798,-84.53278045497572,Golf Course
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Ginya Izakaya,33.80071870692802,-84.4082916146269,Japanese Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,T.J. Maxx,33.8024677,-84.4111027,Department Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Monday Night Brewing,33.79497624180679,-84.40998177521644,Brewery
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,La Parrilla,33.80328,-84.41193,Mexican Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Stankonia Studios,33.79827874180683,-84.41044698887508,Recording Studio
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,PetSmart,33.803431,-84.411349,Pet Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Vertical Joes,33.79540724801229,-84.4108931618705,Gym / Fitness Center
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Doguroo,33.79419784789974,-84.40946266922106,Pet Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Ulta Beauty,33.80293783084803,-84.41108513821108,Cosmetics Shop
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,FLiP Burger Boutique,33.798325512447946,-84.41591853534331,Burger Joint
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Atlanta Food Truck Park & Market,33.80436462749258,-84.41204735012059,Food Truck
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Starbucks,33.80423,-84.412814,Coffee Shop
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Little Azio,33.80078268934899,-84.40803265919216,Pizza Place
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,QuikTrip,33.800002264952155,-84.41658242847173,Convenience Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Myers Carpet,33.795821000000004,-84.40899499999999,Furniture / Home Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,The District at Howell Mill,33.80331855462983,-84.41250901907311,Shopping Mall
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Dunkin',33.802419170316476,-84.41526925587175,Donut Shop
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,HomeGoods,33.803178,-84.411604,Department Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Tuza Taco,33.7968,-84.41583,Mexican Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Lane Bryant,33.80382074110967,-84.41207364655185,Clothing Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,European Wax Center,33.803561,-84.412212,Health & Beauty Service
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,GNC,33.80388180417057,-84.41249170646125,Supplement Shop
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Chin Chin,33.80255946152492,-84.4131821776038,Chinese Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Redbox,33.80168412482925,-84.41320831786555,Video Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Goodwill Store and Donation Center,33.794976772175495,-84.40839381392688,Thrift / Vintage Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,The Atlanta Opera Center,33.80076122647271,-84.40441750281302,Performing Arts Venue
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,GameStop,33.80396631630151,-84.4125458030199,Video Game Store
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Jimmy John's,33.799016549729984,-84.41584585433858,Sandwich Place
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Waffle House,33.80059343574245,-84.41605243950276,Breakfast Spot
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Massage Envy - West Midtown,33.804146,-84.4125514,Spa
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Blueprint Fitness,33.8005392797883,-84.41577137628107,Gym
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Shell,33.803427204568194,-84.41461015879722,Gas Station
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,American Deli,33.80133806832012,-84.41367764345354,American Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Extreme Teriyaki at Howell Mill,33.80411216389999,-84.41283310791536,Japanese Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Which Wich? Superior Sandwiches,33.803965108221426,-84.41248943967466,Sandwich Place
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Einstein Bros Bagels,33.803434,-84.4137239,Bagel Shop
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Taco Bell,33.80211301834368,-84.41476930936008,Fast Food Restaurant
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Zipcar Peachtree St/4th St,33.800341,-84.405835,Rental Car Location
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,Days Inn Atlanta Northwest,33.801361,-84.406226,Hotel
"Berkeley Park, Atlanta, GA",33.79929000000004,-84.41042999999996,GE Healthcare,33.80011187818173,-84.40492061540311,Coworking Space
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Das BBQ,33.811486221910954,-84.42552166757224,BBQ Joint
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Big Easy Grille,33.81148371658365,-84.42480874011171,Cajun / Creole Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,FIGO Pasta - Upper Westside / Buckhead,33.81137561930239,-84.42586859370033,Italian Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Verde Taqueria,33.81155537859777,-84.42445211008399,Taco Place
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,J's Cigars,33.81212060353355,-84.42610581639413,Smoke Shop
